Material_ID,RFQ_ID,Part_Number,Quantity_Required,Material_Description,Notes,Position
14764,5619,4119166,2,CARGADOR BATERIA HBC IOQA109600,"CARGADOR BATERIA, 100-240VAC, FABRICANTE HBC RADIOMATIC, N P IOQA109600",2
14766,5620,4113080,2,INTERRUPTOR MOELLER PKZM016,"INTERRUPTOR TERMOMAGNETICO, CARACTERISTICAS GENERALES: TRIPOLAR, NOMBRE FABRICANTE: MOELLER, DESIGNACION FABRICANTE: PKZM016",2
14693,5583,1152501,2,FUSIBLE CONTROL DF 420002,"FUSIBLE CONTROL, CARACTERISTICAS GENERALES: 2A, 10X38MM, REFERENCIA: DF 420002   0371010020K",2
14588,5535,1474002,2,TAPON PLNCRM2022047REV0,TAPON; NUMERO PLANO: CRM-2022-047; NUMERO REVISION: 0; USO DESIGNADO:CAJON CENTRALIZADO MOBO 1 Y 2 SAG,2
14871,5678,1583960,2,TRANSMISOR ENDRESS PMP11AA1V1PBVWJ,"TRANSMISOR; NOMBRE FABRICANTE: ENDRESS HAUSER; NUMERO DE PARTE: PMP11-1X78 0; CARACTERISTICAS ADICIONALES: RANGO TRABAJO 0- 40bar, C ORRIENTE 4-20mA, RANGO SENSOR: 40bar 4MPA 600psi RELATIVO, SOBRECARGA 160bar 16MPA 2400psi CALIBRACION, UNIDAD, RANGO SENSOR, MBARB AR, CONEXION A PROCESO ROSCA ASME MNPT1 2, REFERENCIA PMP11-AA1V1SBVWJ",3
15879,6084,4219906,2,"CODO 90Â° HDPE PE100 1000X90mm R1,5D",STUB-END; MATERIAL: HDPE; DIAMETRO: 1000mm; LONGITUD: 380mm; ESPESORPARED: 90mm; ESTANDARES Y ESPECIFICACIONES: PN16 PE 100 ISO 4427(SEGMENTADO),4
15935,6115,3009280,2,VALVULA NEUMATICA TENS 24VDC 581242 111,VALVULA; DESIGNACION TIPO MODELO: NEUMATICA; VIAS POSICIONES: SIN INFORMACION; MATERIAL CUERPO: SIN INFORMACION; MATERIAL TRIM: SININFORMACION; MEDIDA PRESION: SIN INFORMACION; CLASE: SIN INFORMACION; DIAMETRO NOMINAL: SIN INFORMACION; LARGO: SIN INFORMACION; TIP O CONEXION: SIN INFORMACION; TIPO VASTAGO: SIN INFORMACION; TIPO BONETE: SIN INFORMACION; RANGO TEMPERATURA OPERACION: SIN INFORMACI ON; METODO ACCIONAMIENTO: SIN INFORMACION; POSICION TRABAJO: SIN INFORMACION; NUMERO DE PERNOS: SIN INFORMACION; CAPACIDAD CAUDAL: S IN INFORMACION; USO DESIGNADO: SIN INFORMACION; ESTANDARES Y ESPECIFICACIONES: SIN INFORMACION; CARACTERISTICAS ADICIONALES: TENSION  24VDC 581242 111; MARCAS SUGERIDAS: MECMAN,1
15533,5930,1278957,2,VALVULA P&T 90346A,"VALVULA FRENO, FB11, PLASSER & THEURER N P 90366 USO: RAMEADORA 08-275 SP",2
15516,5919,4180768,2,CABLE PANTALLA 2' ANSUL 443536,"CABLE PANTALLA, DIMENSIONES: 2 , FABRICANTE: ANSUL JOHNSON CONTROLSS, NUMERO DE PARTE: 443536.",1
15776,6006,4193940,2,"MANGUITO FIJ 11-3/4X8-1/4X9-3/8"" AC","MANGUITO; TIPO: FIJACION; DIMENSIONES: 11-3 4X8-1 4X9-3 8""; MATERIAL: ACERO; USO DESIGNADO: BOMBA FLS 12 X10; CARACTERISTICAS ADICIO NALES: TIPO P PARA POLEA, IMPORTANTE: DEBE VENIR MECANIZA DO Y PARTIDO DE ACUERDO A DIAMETRO EJE 150mm, CANAL CHAVETA 36mm, INCLUIR 5 UNIDADES DE CHAVETA MECANIZADAS CON LAS MEDIDAS 36X20mmX 9"" (ANCHOXALTOXLARGO) Y 4 PERNOS DE 1""XUNCX9-1 2""",1
15780,6010,1212642,2,PROCESADOR ABCO 1747L551,"PROCESADOR, CARACTERISTICAS GENERALES: MODELO SLC-5 05 16K, FABRICANTE: ALLEN BRADLEY, DESIGNACION: 1747L551",1
15795,6022,1274984,2,CILINDRO ACOPCO 2654472188,"CILINDRO, NOMBRE FABRICANTE: ATLAS COPCO, NUMERO PARTE: 2654-4721-88, EQUIPO AL CUAL PERTENECE: PERFORADORA PIT VIPER 351E",1
15796,6022,1508016,2,CILINDRO HID ACOPCO 2657582579,"CILINDRO HIDRAULICO TORRE LEVANTAMIENTO, FABRICANTE: ATLAS COPCO, NUMERO PARTE: 2657582579, USO: PERFORADORA, MARCA: ATLAS COPCO, MO DELO PV-351, SERIE: US 008032",2
15789,6017,1544551,2,MODULO PLC 24/220V 2A P/PRUEBA S71200,"MODULO; TIPO: PLC; VOLTAJE (V): 24 220V; CORRIENTE (A): 2A; NUMERO ENTRADA: 22 ED CABLEADAS A INTERRUPTORES Y HEMBRILLAS 4mm; NUMERO  SALIDA: 18 SD CABLEADAS A HEMB RILLAS 4mm, 2 EA (0-10VDC), UNA CABLEADA A POTENCIOMETRO, OTRA A HEMBRILLAS 4mm; TIPO MONTAJE: BASTI DOR ACERO; USO DESIGNADO: PRUEBA LOGICA PLC SIEMENS S7-1200; CARACTERISTICAS ADICIONAL ES: TIPO MALETA, PARA PRUEBAS, DC-AC; MARCAS SUGERIDAS: SIEMENS ES2:6ES71200LAB",1
15759,5997,1561212,2,SELLO CORT DE LDW 032691,ANILLO; MODIFICADOR: LUBRICACION DE; NOMBRE FABRICANTE: LLOYD DYNAMOWERKE GMBH; NUMERO DE PARTE: 032701; EQUIPO DEL QUE ES PARTE: MO TOR SINCRONICO; FABRICANTE DEL EQUIPO: LLOYD DYNAMOWERKE GMBH; MODELO DEL EQUIPO: 55E710M52-4 ZE+WK,3
15763,5997,1561216,2,SELLO CORT NDE LDW 032689,SELLO; MODIFICADOR: CORTANTE NDE; NOMBRE FABRICANTE: LLOYD DYNAMOWERKE GMBH; NUMERO DE PARTE: 032689; EQUIPO DEL QUE ES PARTE: MOTOR  SINCRONICO; FABRICANTE DEL EQUIPO: LLOYD DYNAMOWERKE GMBH; MODELO DEL EQUIPO: 55E710M52-4 ZE+WK,7
15769,6002,4214236,2,TABLERO DISTR MET 1000X800X300mm,"TABLERO; DESIGNACION TIPO MODELO: DISTRIBUCION INSTRUMENTACION; MATERIAL: METALICO; INDICE PROTECCION: NEMA 4  IP-66; ALTO: 1000mm;ANCHO: 800mm; PROFUNDIDAD: 300mm; USO DESIGNADO: MOLIENDAS A0 A1 A2 A3; CARACTERISTICAS ADICIONALES: RAL 70305, ACCESORIOS: PUERTA I NTERIOR PARA TENER ACCESO SOLO A INTERRUPTORES, CUBIERTA CIERRE, SOPORTE FIJACION MURAL, ELECTRICOS-ESTANDAR, NORMATIVA CHILENA: TEN SION ALIMENTACION 120VAC, GRADO DE PROTECCION GABINETES IP-66, ELEMENTOS PROTECCION EMPLEADOS LEGRAND; DIMEN. GABINETE METALICO IP 6 6 RITTAL, TAG EQUIPO TDI GENERAL, INTERRUPTOR GENERAL: CAPACIDAD INTERRUPTOR GENERAL 87-125A,; CAPACIDAD DE CORTE 25kA, NUMERO DE PO LOS 3P, TDI GENERAL SE COMPONE DE: INTERRUPTOR GENERAL: CAPACIDAD CORRIENTE: 87-125A - NUMERO POLOS: 3P - CAPACIDAD RUPTURA: 25kA - MARCA: LEGRAND    INTERRUPTORES SECUNDARIOS SON MODULARES A RIEL DIN: 10. INTERRUPTORES BIPOLARES (DISTINTAS CAPACIDADES) MARCA: LEG RAND    ACCESORIOS INTERNOS CONSIDERADOS EN GABINETE: 01. PORTAFUSIBLES 1P MARCA: LITTE FUSE - 01. FUSIBLES 2A MARCA: LITTE FUSE - 0 8. TOPES FINALES SUJECION MARCA: PHOENIX CONTACT - 01. REGLETA CONEXION VERDE 12 ENTRADAS MARCA: LEGRAND - 01. REPARTIDOR BIPOLAR 12 5A, LEGRAND - 01. CANALETA 60X60mm LIBRE HALOGENOS. MARCA: UNEX - 01. CANALETA 60X40mm LIBRE HALOGENOS MARCA: UNEX - 08. BORNE BIRIE L 16mm GRIS VIKING MARCA: LEGRAND - 16. BORNE BIRIEL 10mm GRIS VIKING MARCA: LEGRAND - 16. BORNE BIRIEL 4mm GRIS VIKING MARCA: LEGRA ND - 12. BORNE BIRIEL 2,5mm GRIS VIKING MARCA: LEGRAND - 02. LOGOS DE PELIGRO ALTA INTENSIDAD 120VAC    COMPONENTES EN EL EXTERIOR D EL TABLERO: LUZ PILOTO DE PRESENCIA DE TENSION: 01. PILOTO TENSION COMPACTO COLOR ROJO 120VAC 22mm MARCA: ABB",1
15767,6000,4214974,2,PARTIDOR SUAVE 380VAC 66A 40HP P/VDF,PARTIDOR; TIPO: SUAVE; VOLTAJE (V): 380VAC; CORRIENTE (A): 66A; POTENCIA: 40HP (30kW); USO DESIGNADO: VARIADOR DE FRECUENCIA; ESTAND ARES Y ESPECIFICACIONES: IP66; CARACTERISTICAS ADICIONALES: 1800msnm; MARCAS SUGERIDAS: HOWDEN,1
15735,5979,4149975,2,EMPALME MECANICO MATRIZ FLEXIBLE S-180,"EMPALME MECANICO MATRIZ FLEXIBLE S-180, ANCHO UNIONES: 266 MM, PROFUNDIDAD ANCLAJE: 126 X 141 MM, ESPESOR PLACA: 6.7 6 MM, PESO ROLL OS: 38 + 41 KGS, LONGITUD MAX ROLLOS: 15M, N° TORNILLO X METRO: 254; N° TORNILLO ROLLO ENTERO: 3.810",1
15750,5993,4188324,2,BATERIA SOLAR NEWMAX SG2000H,"BATERIA; MODIFICADOR: SOLAR; NOMBRE FABRICANTE: NEWMAX; CODIGO DESIGNACION: SG 2000H; CARACTERISTICAS ADICIONALES: 12V, 220AH C20",1
15661,5957,4074601,2,MARCADOR TERMOCONTRAIBLE 16AWG RAYCHEM|,"MARCADOR TERMOCONTRAIBLE, REFERENCIA: RAYCHEM, FORMATO SUMINISTRO: CAJA 250UN, INFORMACION ADICIONAL: 16AWG.",1
15831,6047,1474698,2,INTERRUPTOR LIMITE IZAJE LUAGHER C2803.,"INTERRRUPTOR LIMITE, RAVASI MF2C IZAJE, NAVE EW, DENOMINACION FABRICANTE: C28-03 ITEM 19 CATALOGO PTE LUAGHER GHD 2S 6.3TON",1
15829,6045,1563591,2,GUARDAMOTOR 690V ABRADLEY 140MD8EB63,"GUARDAMOTOR; NOMBRE FABRICANTE: ROCKWELL ALLEN BRADLEY; NUMERO DE PARTE: 140M-D8E-B63; EQUIPO DEL QUE ES PARTE: VARIADOR FRECUENCIA;  CARACTERISTICAS ADICIONALES: VOLTAJE: 690V, CORRIENTE: 6,3A, FRECUENCIA: 50 60Hz",1
15824,6041,4135643,2,CONTROLADOR DE MOTOR UMC22-FBP.0 ABB,"CONTROLADOR DE MOTOR, MODELO: UMC22-FBP.0, MARCA: ABB, NUMERO DE PARTEFABRICANTE: 1SAJ510000R0400.",1
15840,6053,4179413,2,"""MONITOR FULL HD DHILM27F211 27"""" 35W""","MONITOR PROFESIONAL FULL HD, MODELO: DHI-LM27-F211, TAMAÑO: 27"", RESOLUCION: 1920X1080FHD, CONSUMO ESTANDAR: 35W",1
15867,6075,4188982,2,INTERRUPTOR RAMSEY ROS2D,"INTERRUPTOR DESALINEAMIENTO, FABRICANTE: THERMO RAMSEY, DESIGNACIONFABRICANTE: ROS-2D",1
15844,6057,Not Available,2,ENDOSCOPIO INDUSTRIAL UT665 con sonda,ENDOSCOPIO INDUSTRIAL UT665 con sonda,1
15951,6131,4147662,2,CIRCUIT BREAKER SACE T2S160R100,"CIRCUIT BREAKER, NOMBRE DEL FABRICANTE: SACE, NUMERO PARTE FABRICANTE: T2S160R100, IDENTIFICACION EQUIPO DEL QUE ES PARTE: RECTIFICA DOR ABB",1
15954,6134,11347923,2,"COMPUTADORA DIGITAL,IPAD PRO 11,M1,256GB APPLE COMPUTERS P/N: MHW73CI/A","COMPUTADORA DIGITAL,IPAD PRO 11,M1,256GB

APPLE COMPUTERS
P/N: MHW73CI/A",1
16027,6187,1168142,2,CONJUNTO TRUNNION LINING D05801476,"CONJUNTO TRUNNION LINING, DOCUMENTO REFERENCIA: PLANO DO-05-025077,REFERENCIA: D05-801476, USO O APLICACION: MOLINO BOLAS SAG 36 -0"" X 16 -9""",1
16292,6315,1575649,2,CADENA BERCO CR7877A0128,CADENA; NOMBRE FABRICANTE: BERCO; NUMERO DE PARTE: CR7877A0128; CARACTERISTICAS ADICIONALES: 128 SECCIONES,1
16161,6270,11366857,2,"ENS TARJETA CIRCUITO,OUTPUT BOARD,ANALÓ Long Description Circuit card assembly Short Name: Circuit card Card function: Output board Output data: Analog Electrical connection data: P14 main,J4 rear Special features: 16bits resolution Package data: Ea/2","Mat #: 11366857 
PN: SMY-KT2-1022
Long Description
Circuit card assembly
Short Name: Circuit card
Card function: Output board
Output data: Analog
Electrical connection data: P14 main,J4 rear
Special features: 16bits resolution
Package data: Ea/2",1
16098,6234,1374767,2,BOMBA HIDRAULICA DENISON P8S,BOMBA HIDRAULICA DENISON MODELO: P8S-2R1C-9A2-B00-0A1-M2MARCA: PARKER DENISONEQUIPO: FEEDER TERCIARIOCHANCADO TERCIARIOCODIGO N  023-09550-0,1
16158,6267,1575701,2,VARIADOR FREC ABB ACS88001045A03L526K47,"VARIADOR; MODIFICADOR: FRECUENCIA; NOMBRE FABRICANTE: ABB; NUMERO DEPARTE: ACS880-01-045A-03+L526+K47; CARACTERISTICAS ADICIONALES: PARAMOTOR 22KW, 380V, 36A, 0-500Hz",1
16376,6346,1430054,2,OUTPUT MODULE RELAY GE RX3I IC694MDL940,"RELE MODULO SALIDA (OUTPUT MODULE RELAY), INTENSIDAD: 2A, PUERTOS: 16, GENERAL ELECTRIC MOD. RX3I N P IC694MDL940",1
16378,6348,1411505,2,PERNO ESPARRAGO THYSSEN 42133381,"PERNO ESPARRAGO, NUEVO LARGO, ITEM 49, THYSSEN N P 4213338-1 USO: CHANCADOR EB 20 - 15 H",1
16395,6358,4205325,2,SOFA BERGER ECOCUERO 101X105X95cm,"SOFA; DESIGNACION TIPO MODELO: BERGER; DIMENSIONES: ANCHO: 101cm, ALTO:105cm, PROFUNDIDAD: 95cm; MATERIAL: ECOCUERO; USO DESIGNADO: SALA PAUSA;CARACTERISTICAS ADICIONALES: COLOR NEGRO O CAFE CHOCOLATE; MARCASSUGERIDAS: CIC, ROSEN",1
16397,6360,1430166,2,RESISTOR 2R2 50W RS 158317,"RESISTOR, 2R2, POT: 50W, RS N P 158-317",1
16398,6361,1250837,2,BOBINA 110VDC FUENTE PODER ATOS,BOBINA; COLOQUIALES: SIN INFORMACION; TIPO: SIN INFORMACION; INDUCTANCIA: SIN INFORMACION; VOLTAJE (V): 110VDC; CORRIENTE (A): SIN I NFORMACION; POTENCIA: SIN INFORMACION; FRECUENCIA (HZ): SIN INFORMACION; TIPO CONEXION: SIN INFORMACION; DIMENSIONES: SIN INFORMACIO N; USO DESIGNADO: FUENTE PODER; ESTANDARES Y ESPECIFICACIONES: SIN INFORMACION; CARACTERISTICAS ADICIONALES: ATOS SP-COI-110 50; MAR CAS SUGERIDAS:,1
16034,6193,1573234,2,GARRA C160B OUTOTEC 418807A,GARRA; NOMBRE FABRICANTE: METSO OUTOTEC; NUMERO DE PARTE: 418807-A; EQUIPO DEL QUE ES PARTE: CHANCADOR MANDIBULA ; FABRICANTE DEL EQ UIPO: METSO MINERALS NORDBERG; MODELO DEL EQUIPO: C-160; NUMERO DE SERIE DEL EQUIPO: 35718; CARACTERISTICAS ADICIONALES: C160B,2
16109,6239,4046126,2,CINTURON SEGURIDAD S ARGOLLA D 278133,"CINTURON SEGURIDAD, CARACTERISTICAS GENERALES: TALLA S, ARGOLLA D, AJUSTABLE TRABAS PORTA-BATERIA   AUTO-RESCATADOR, GOMA PROTECTORA  ACIDO, SEGUN ESPECIFICACIONES ADJUNTAS, DESIGNACION MODELO: 278133",2
16394,6357,4200259,2,"SOLENOIDE AIRE 1"" 110V SMC VP3165103DA","SOLENOIDE DE AIRE 1"" (110V) VP3165-103DA, FABRICANTE SMC O C 4501675634",2
16399,6361,1250837,2,BOBINA 110VDC FUENTE PODER ATOS,BOBINA; COLOQUIALES: SIN INFORMACION; TIPO: SIN INFORMACION; INDUCTANCIA: SIN INFORMACION; VOLTAJE (V): 110VDC; CORRIENTE (A): SIN I NFORMACION; POTENCIA: SIN INFORMACION; FRECUENCIA (HZ): SIN INFORMACION; TIPO CONEXION: SIN INFORMACION; DIMENSIONES: SIN INFORMACIO N; USO DESIGNADO: FUENTE PODER; ESTANDARES Y ESPECIFICACIONES: SIN INFORMACION; CARACTERISTICAS ADICIONALES: ATOS SP-COI-110 50; MAR CAS SUGERIDAS:,2
16008,6169,4149011,2,TECLADO C/ MOUSE MICROSOFT CONFORT 5000,"TECLADO C  MOUSE INALAMBRICO, CONEXION USB, BLUETRACK, FABRICANTE MICROSOFT N P CONFORT 5000",3
16177,6277,11407567,2,"TUBE,MTL,TI,SMLS,1/4IN OD,0.095IN WALL T","5282099517 11153930 SWAGELOK CO,USA: PGI-50M-PG160-CANX-F ESCALA PRESIÓN,0 A 160PSI,2IN DIA,1/8IN

5282017889 11209731 SWAGELOK CO,USA: MS-HC-SC-1A| ALTE SA: MS-HC-SC-1A CORTADOR,MANGUERA,SWAGELOK MSHCSC1A
 
5276272131 5271524539 5278450084
11407567 SWAGELOK CO,USA: TI-T4-S-095-20 TUBE,MTL,TI,SMLS,1/4IN OD,0.095IN WALL T


--",3
16400,6361,1250837,2,BOBINA 110VDC FUENTE PODER ATOS,BOBINA; COLOQUIALES: SIN INFORMACION; TIPO: SIN INFORMACION; INDUCTANCIA: SIN INFORMACION; VOLTAJE (V): 110VDC; CORRIENTE (A): SIN I NFORMACION; POTENCIA: SIN INFORMACION; FRECUENCIA (HZ): SIN INFORMACION; TIPO CONEXION: SIN INFORMACION; DIMENSIONES: SIN INFORMACIO N; USO DESIGNADO: FUENTE PODER; ESTANDARES Y ESPECIFICACIONES: SIN INFORMACION; CARACTERISTICAS ADICIONALES: ATOS SP-COI-110 50; MAR CAS SUGERIDAS:,3
16036,6193,1573701,2,BOQUILLA M16 OUTOTEC 3408971625,BOQUILLA; NOMBRE FABRICANTE: METSO OUTOTEC; NUMERO DE PARTE: 340897-1625; EQUIPO DEL QUE ES PARTE: CHANCADOR MANDIBULA; FABRICANTE D EL EQUIPO: METSO OUTOTEC; MODELO DEL EQUIPO: C160; CARACTERISTICAS ADICIONALES: M16 17 25X25,4
16401,6361,1250837,2,BOBINA 110VDC FUENTE PODER ATOS,BOBINA; COLOQUIALES: SIN INFORMACION; TIPO: SIN INFORMACION; INDUCTANCIA: SIN INFORMACION; VOLTAJE (V): 110VDC; CORRIENTE (A): SIN I NFORMACION; POTENCIA: SIN INFORMACION; FRECUENCIA (HZ): SIN INFORMACION; TIPO CONEXION: SIN INFORMACION; DIMENSIONES: SIN INFORMACIO N; USO DESIGNADO: FUENTE PODER; ESTANDARES Y ESPECIFICACIONES: SIN INFORMACION; CARACTERISTICAS ADICIONALES: ATOS SP-COI-110 50; MAR CAS SUGERIDAS:,4
16880,6602,4156053,2,"ABRAZADERA 3"" HERMETICA S.F 101AE","ABRAZADERA, MATERIAL: ACERO INOXIDABLE 304, MEDIDA: 3"", 1 CIERRE, ANCHO:84-96MM, REVESTIMIENTO INTERIOR: EPDM REF 515, HERMETICA S.F SERIE 500 N P 101AE",3
16883,6603,4188929,2,"LINTERNA MANO LED 3,6V 12000cd 75982","LINTERNA; DESIGNACION TIPO MODELO: MANO; VOLTAJE (V): 3,6V; POTENCIA: 12000cd; TIPO LAMPARA ACOMODADA: LED; DIMENSIONES: 23,44cm; MA TERIAL: POLICARBONATO ALUMI NIO; TAMAÑO Y CANTIDAD PILA: NiMH TIPO C; CARACTERISTICAS ADICIONALES: STINGER HPL, 75982; MARCAS SUGERI DAS: STREAMLIGHT",1
16921,6619,1249100,2,INTERRUPTOR GESSMANN V6401ZP01ZP,"INTERRUPTOR JOYSTICK MULTIAXIAL DOBLE, CARACTERISTICAS GENERALES: C RETORNO POSICION CERO, 4NA, SECUENCIA 4-0-4, 2NC POSICION 0, FAB RICANTE: GESSMANN, DESIGNACION FABRICANTE: V64-01ZP+01ZP",1
16922,6620,4205325,2,SOFA BERGER ECOCUERO 101X105X95cm,"SOFA; DESIGNACION TIPO MODELO: BERGER; DIMENSIONES: ANCHO: 101cm, ALTO:105cm, PROFUNDIDAD: 95cm; MATERIAL: ECOCUERO; USO DESIGNADO: SALA PAUSA;CARACTERISTICAS ADICIONALES: COLOR NEGRO O CAFE CHOCOLATE; MARCASSUGERIDAS: CIC, ROSEN",1
16924,6622,1499239,2,"TEE 9/16""MJICX9/16""HJIC RUSSELL 03B1700","TEE 9 16""JIC MACHO X 9 16""JIC HEMBRA GIRATORIO X 9 16""JIC M FABRICANTE RUSSELL NUMERO DE PARTES 03B1700 USO: ENLAINADRA MANTENIMIENT O PREVENTIVO",1
16925,6622,1499386,2,"TAPA RESISTENTE 1-7/8"" RUSSELL 03B1893","TAPA RESISTENTE MANIPULACION SERIE 1-7 8"" HEXAGONAL FABRICANTE RUSSELL NUMERO DE PARTES 03B1893 USO: ENLAINADORA 5 AÑOS",2
16926,6622,1499180,2,"GANCHO 5,3T WLL RUSSELL 02B2454","GANCHO 5,3T WLL SEGURIDAD GIRATORIA CON RODAMIENTO DE BOLA FABRICANTE RUSSELL NUMERO DE PARTES 02B2454 USO: ENLAINADORA SAG 1, 1 AÑO",3
16927,6622,1499238,2,VALVULA CONTRABALANCE RUSSELL 03B0195,VALVULA DE CONTRABALANCE 60LPM 3:1 GP FABRICANTE RUSSELL NUMERO DE PARTES 03B0195 USO: ENLAINADRA MANTENIMIENTO PREVENTIVO,4
16931,6622,1499378,2,"CODO 90° 9/16""JICX9/16"" RUSSELL 03B1388","CODO 90° 9 16""JIC MACHO X 9 16"" HEMBRA GIRATORIO FABRICANTE RUSSELL NUMERO DE PARTES 03B1388 USO: ENLAINADORA 5 AÑOS",8
16932,6622,1499474,2,"MANGUERA HID CJTO 1/4"" RUSSELL 31R0625","CONJUNTO MANGUERA HIDARAULICA 1 4"" (SAE 100R16) 105MM 9 16""JIC F STR FABRICANTE RUSSELL NUMERO DE PARTES 31R0625 USO: ENLAINADORA 5AÑOS",9
16918,6616,1583953,2,VALVULA PESSA F15001000BELSAR072150000A0,"VALVULA; MODIFICADOR: COMPUERTA; NOMBRE FABRICANTE: PESSA; CODIGODESIGNACION: F-1500x1000-BEL-SAR 07.2-1500-0-0-A-0; CARACTERISTICASADICIONALES: MATERIAL CUERPO: ACERO A-36, MEDIDA PRESION: CL150,DIAMETRO NOMINAL: 3505X1112X180 mm ; CARRERA 1500mm, TIPO CONEXION:APERNADA, TIPO VASTAGO: BARRA-HILO DE FUERZA 1-1 4"", METODOACCIONAMIENTO: ELECTRICO 460V, 50Hz, 4-20mA+HART, 90RPM, 30NM, IP68,2CAJA REDUCTORA, HOJA COMP AC A36 REV NEOPRENO 45+-5 SHORE A, ESP. 26mm,SIST.ANTIVIBRACION. Plano  PEP0001-1846-00-EN-101",2
16897,6606,1346628,2,VALVULA REG PRES 1-9bar 50 PLANTA SPPC,"VALVULA; DESIGNACION TIPO MODELO: REGULADORA PRESION; MEDIDA PRESION: 1-9bar; DIAMETRO NOMINAL: 50; USO DESIGNADO: PLANTA SPPC; CARACTERISTICASADICIONALES: ENFLANCHADA DMV 755, PVDF-PTFE-FPM, ESPIGA DIN ISO PVDF,BRIDA PP ALMA ACERO NEGRO, RAL 9011 D63 PARA ACERO, PORTABRIDAS RANURADOD63 PVDF, PN16, NUMERO PARTE 1220894500; MARCAS SUGERIDAS: ASV STUBBE",1
16742,6522,1382008,2,CELDA CARGA TIPO S,"MODULO DE TENSIÓN DE CARGA; MARCA: METTLER TOLEDO; MODELO: 0978; NUMERODE PARTE: 15141500A, CAPACIDAD 1000 KG (CON CELDA DE CARGA TI POTA600541). UTILIZADA EN BRAZO TRANSFERENCIA 2 MDC.",1
16741,6521,4125776,2,BUZO RET AGENTE QCO ALTA CONCENT IGN T-S,"NOMBRE ELEMENTO: BUZO; COLOQUIALES: ; TIPO: RETARDANTE AGENTE QUIMICO ALTA CONCENTRACION IGNIFUGO; MATERIAL: PVC O PU; GRAMAJE: ; TA LLA COMERCIAL: S; USO DESIGNADO: AMBIENTES DONDE EXISTA PRESENCIA DE SALPICADURAS DE ACIDO O NEBLINA ACIDA, ACEITES GRASAS U OTROS; ESTANDARES Y ESPECIFICACIONES: EN ISO 14116 : 2008   INDEX 1 5H 40, EN 1149-5 : 2008, EN 14605 : 2005 + A1 : 2009 TYPE 3, EN 14605 :  2005 + A1 : 2009 TYPE 4, EN 343 : 2003 + A1 : 2007   CLASS 3-1, NFPA1992, O EQUIVALENTE, REGISTRO ISP; CARACTERISTICAS ADICIONALES:  CAPUCHA FIJA CON AJUSTE ELASTICADO EN PARTE FACIAL, CIERRE O CREMALLERA BAJO DOBLE SOLAPA CON VELCRO, AJUSTE EN MANGAS Y TOBILLOS C ON VE LCRO Y ELASTICO, REFUERZO EN RODILLAS, CINTURA ELASTICA, COSTURAS SOLDADAS DE ALTA FRECUENCIA, PROTECCION DE SUSTANCIAS QUIMIC AS EN MEDIANA Y ALTA CONCENTRACION DEBE SER IMPERMEABLE, CONTAR CON TODAS LAS CARACTERISTICAS QUE EXIGEN LAS NORMAS PARA PROTEGER AL  TRABAJADOR AL EXPONERSE A DAÑOS PRODUCTO DEL CONTACTO DIRECTO DE SUSTANCIAS QUIMICAS Y ADEMAS POSEER CARACTERISTICAS IGNIFUGAS. EL TRAJE DEBE PROTEGER CONTRA LIQUIDOS QUIMICOS CON PROYECCION A PRESION Y CONTRA LIQUIDOS QUIMICOS CON PROTECCION PULVERIZADA, VER FIC HA N° 146; MARCAS SUGERIDAS:",1
16747,6527,4178542,2,BOMBA DOSIFICADORA GRUNDFOS 226525L10002,"BOMBA DOSIFICADORA, FABRICANTE: GRUNDFOS, NUMERO DE PARTE: 226525L10002, MODELO: DMX 525-3 AR-PVC V G-S-G1KKF, USO: RELAVES TENIENTE  CLORURO FERRICO",1
16727,6507,1517220,2,REPUESTO JG VULCO CSKITREP5X4SRCWE,"JUEGO DE REPUESTOS, FABRICANTE: VULCO WEIR MINERALS, NUMERO DE PARTE: CSKITREP5X4SRCWE, INCLUYE: IMPULSOR, CAMISA EJE, ANILLO HIDRAU LICO, EMPAQUETADURAS, DISCO SUCCION, DISCO PRENSA, REVESTIMIENTO SUCCION, REVESTIMIENTO PRENSA, O RING ANILLO ESPACIADOR, EXPULSOR L ADO IMPULSOR, EXPULSOR LADO POLEA REVESTIMIENTO CAJA EXPULSORA, PLATO TRASERO, USO: PLANTA MOLIBDENITA Y FILTROS BOMBA 8X8SRC WE",1
16753,6531,4154723,2,PINTURA GALVANIZADO FRIO SPRAY MARSON,"PINTURA SPRAY, GALVANIZADO EN FRIO, CONTENIDO: 396GR, MARSON",1
16487,6402,1531190,2,GOLILLA SANDVIK 02817470,GOLILLA; NOMBRE FABRICANTE: SANDVIK; NUMERO DE PARTE: 02817470; EQUIPO DEL QUE ES PARTE: CARGADOR SUBT ERRANEO; FABRICANTE DEL EQUIP O: SANDVIK; MODELO DEL EQUIPO: LH514,1
16488,6402,1450896,2,FLANGE SANDVIK 29445944,"FLANGE (FLANGE), SANDVIK N P 29445944 USO: CAMION EXTRACCION TH663   CARGADOR SUBTERRANEO LH621",2
16514,6419,10477921,2,"FUSIBLE,PODER MANEJO,CAT 4780860","FUSIBLE,PODER MANEJO,CAT 4780860",1
